game_id,play_id,nfl_id,engaged_player_count,close_player_count,max_engaged,max_close,longest_engaged,longest_close,per_frames_engaged,per_frames_close
2018090600,366,42450,1,4,1,3,3,26,0.0234375,0.2578125
2018090600,677,44979,3,10,2,7,19,46,0.19548872180451127,0.39849624060150374
2018090600,1606,44979,3,5,2,4,9,41,0.09923664122137404,0.32061068702290074
2018090600,1989,29957,3,6,2,6,11,23,0.09523809523809523,0.2619047619047619
2018090600,2599,29957,2,8,1,4,2,18,0.024793388429752067,0.2892561983471074
2018090600,3868,29957,4,8,1,5,4,22,0.08088235294117647,0.3014705882352941
2018090900,36,46532,2,6,1,5,6,31,0.058823529411764705,0.2773109243697479
2018090900,400,42573,1,7,1,6,2,25,0.01904761904761905,0.2571428571428571
2018090900,485,46532,2,10,1,9,10,41,0.1,0.39285714285714285
2018090900,575,37228,3,6,2,6,11,35,0.14893617021276595,0.2553191489361702
2018090900,674,46532,1,9,1,9,7,45,0.050359712230215826,0.3597122302158273
2018090900,1136,46532,3,9,1,5,5,36,0.043010752688172046,0.45161290322580644
2018090900,1360,46532,3,6,1,4,1,19,0.024,0.336
2018090900,1992,42573,2,8,1,8,10,30,0.0990990990990991,0.2702702702702703
2018090900,2416,42573,4,10,2,6,16,47,0.15555555555555556,0.43703703703703706
2018090900,2777,42573,1,5,1,5,14,29,0.12612612612612611,0.26126126126126126
2018090900,3079,37228,2,7,2,7,16,41,0.1259259259259259,0.3037037037037037
2018090900,3655,42573,1,7,1,5,1,31,0.007633587786259542,0.2595419847328244
2018090900,3851,46532,1,1,1,1,4,18,0.04,0.18
2018090900,4236,42573,2,8,1,5,5,47,0.041666666666666664,0.4444444444444444
2018090901,588,44946,1,8,1,5,3,21,0.022556390977443608,0.3157894736842105
2018090901,887,44946,0,6,0,4,0,30,0,0.3262411347517731
2018090901,1491,44946,0,5,0,3,0,33,0,0.3492063492063492
2018090901,2022,44837,1,7,1,6,3,22,0.02586206896551724,0.22413793103448276
2018090901,2302,44946,1,5,1,2,6,28,0.04918032786885246,0.39344262295081966
2018090901,2489,41448,1,5,1,5,4,24,0.0380952380952381,0.22857142857142856
2018090901,2632,44946,1,5,1,3,1,25,0.008849557522123894,0.3185840707964602
2018090901,2735,46174,1,3,1,3,3,20,0.033707865168539325,0.2247191011235955
2018090901,3815,44946,2,7,1,5,5,20,0.06521739130434782,0.2717391304347826
2018090901,4136,44837,1,7,1,5,1,21,0.008403361344537815,0.24369747899159663
2018090901,4245,44946,1,8,1,8,2,27,0.017857142857142856,0.32142857142857145
2018090902,36,43663,5,9,3,9,23,45,0.23015873015873015,0.3968253968253968
2018090902,1793,45102,2,7,1,6,4,30,0.0660377358490566,0.2830188679245283
2018090902,2103,39985,2,7,1,7,7,24,0.11235955056179775,0.2696629213483146
2018090902,2228,43663,4,7,2,7,8,44,0.13934426229508196,0.36065573770491804
2018090902,4276,45102,3,8,1,7,4,38,0.046511627906976744,0.37209302325581395
2018090903,36,42973,5,10,2,5,4,33,0.08064516129032258,0.43548387096774194
2018090903,259,43475,2,6,1,6,4,17,0.08247422680412371,0.17525773195876287
2018090903,1844,43475,1,5,1,4,1,22,0.007042253521126761,0.22535211267605634
2018090903,1993,44830,1,8,1,3,4,24,0.025974025974025976,0.4155844155844156
2018090903,2176,38757,1,6,1,6,7,19,0.05343511450381679,0.1450381679389313
2018090903,2956,43475,0,6,0,2,0,21,0,0.28421052631578947
2018090903,3163,33566,1,1,1,1,1,17,0.01098901098901099,0.18681318681318682
2018090903,3300,42973,0,9,0,4,0,43,0,0.4418604651162791
2018090905,264,43408,1,6,1,5,10,34,0.09090909090909091,0.3181818181818182
2018090905,1174,43408,1,7,1,5,2,18,0.01652892561983471,0.30578512396694213
2018090905,1397,39975,1,5,1,4,1,13,0.009708737864077669,0.22330097087378642
2018090905,1555,43408,2,7,2,7,3,24,0.037037037037037035,0.2222222222222222
2018090905,2300,43408,2,8,1,6,5,20,0.08411214953271028,0.2336448598130841
2018090905,2902,43408,0,6,0,5,0,18,0,0.2743362831858407
2018090905,3524,43408,1,7,1,6,4,23,0.03389830508474576,0.23728813559322035
2018090905,3749,43408,2,5,1,5,6,27,0.09523809523809523,0.21428571428571427
2018090906,36,43948,0,8,0,8,0,25,0,0.25
2018090906,256,46805,0,9,0,4,0,22,0,0.28846153846153844
2018090906,846,43948,1,4,1,3,1,19,0.010638297872340425,0.20212765957446807
2018090906,1373,33130,2,4,1,3,2,19,0.02586206896551724,0.1896551724137931
2018090906,1694,43948,2,3,1,3,6,16,0.07920792079207921,0.18811881188118812
2018090906,2681,43010,2,6,2,6,10,30,0.09803921568627451,0.29411764705882354
2018090906,2776,43948,1,2,1,2,2,11,0.02127659574468085,0.20212765957446807
2018090906,2947,43010,0,4,0,3,0,12,0,0.16260162601626016
2018090906,3901,43010,0,3,0,3,0,9,0,0.12
2018090907,36,44029,1,7,1,5,2,26,0.018518518518518517,0.28703703703703703
2018090907,311,41285,1,4,1,3,10,16,0.1,0.21
2018090907,1867,44029,2,7,2,6,15,20,0.14423076923076922,0.25961538461538464
2018090907,2708,44029,2,5,1,4,3,32,0.03289473684210526,0.23026315789473684
2018090907,3497,42527,2,4,2,4,11,22,0.12745098039215685,0.21568627450980393
2018090907,3618,44029,1,7,1,7,4,24,0.03278688524590164,0.2540983606557377
2018090907,3801,42527,0,3,0,2,0,12,0,0.1694915254237288
2018090909,36,46329,3,6,2,6,20,30,0.2,0.2727272727272727
2018090909,918,46325,2,6,1,6,2,22,0.031496062992125984,0.2204724409448819
2018090909,2106,46116,4,8,2,6,7,36,0.15037593984962405,0.2706766917293233
2018090909,2247,46325,0,3,0,3,0,20,0,0.16393442622950818
2018090909,3522,40102,1,5,1,5,2,23,0.020833333333333332,0.23958333333333334
2018090909,3706,46116,1,9,1,3,19,51,0.09743589743589744,0.4153846153846154
2018090910,700,42899,2,6,1,3,2,17,0.0234375,0.234375
2018090910,1047,42899,1,8,1,3,12,22,0.07692307692307693,0.3076923076923077
2018090910,1329,42899,4,8,1,8,10,48,0.1513157894736842,0.3157894736842105
2018090910,1582,46093,2,5,2,5,3,31,0.031496062992125984,0.2440944881889764
2018090910,2550,39954,1,4,1,3,4,26,0.02857142857142857,0.2642857142857143
2018090910,3477,39954,0,1,0,1,0,24,0,0.1951219512195122
2018090912,583,44932,1,5,1,3,6,20,0.046153846153846156,0.3153846153846154
2018090912,855,42437,1,5,1,3,5,31,0.04310344827586207,0.3017241379310345
2018090912,1055,37139,2,5,1,3,2,18,0.022900763358778626,0.20610687022900764
2018090912,1149,44932,1,5,1,4,1,29,0.00546448087431694,0.36065573770491804
2018090912,1762,46243,2,5,2,4,13,19,0.11016949152542373,0.2711864406779661
2018090912,2162,42437,3,7,2,6,11,29,0.12380952380952381,0.2761904761904762
2018090912,3600,40249,1,4,1,4,7,21,0.07216494845360824,0.21649484536082475
2018091000,36,35527,1,8,1,8,20,31,0.1834862385321101,0.28440366972477066
2018091000,98,35527,3,5,2,5,3,23,0.03669724770642202,0.22018348623853212
2018091000,469,35527,1,4,1,3,6,22,0.03773584905660377,0.3018867924528302
2018091000,1545,35527,3,6,2,6,8,41,0.07086614173228346,0.33858267716535434
2018091000,2626,35527,0,8,0,5,0,57,0,0.4433497536945813
2018091001,298,43406,4,7,3,7,13,34,0.168141592920354,0.3008849557522124
2018091001,384,37251,5,8,1,8,6,37,0.1360544217687075,0.3741496598639456
2018091001,499,43406,0,2,0,1,0,17,0,0.15584415584415584
2018091001,1129,43406,0,3,0,2,0,17,0,0.19444444444444445
2018091001,2216,43406,0,6,0,5,0,22,0,0.29906542056074764
2018091001,2840,43406,2,9,1,9,8,31,0.125,0.26666666666666666
2018091300,304,46532,3,8,2,8,7,44,0.08275862068965517,0.30344827586206896
2018091300,565,46532,1,6,1,5,5,33,0.043478260869565216,0.28695652173913044
2018091300,1023,46239,2,6,1,5,2,21,0.031746031746031744,0.20634920634920634
2018091300,1748,43663,2,6,1,5,5,26,0.07547169811320754,0.24528301886792453
2018091300,3100,43663,2,5,1,4,5,24,0.06796116504854369,0.2524271844660194
2018091600,773,46093,0,3,0,2,0,22,0,0.2765957446808511
2018091600,1891,46093,3,8,2,8,17,29,0.2,0.2636363636363636
2018091600,1954,46095,2,3,2,3,5,37,0.03937007874015748,0.33858267716535434
2018091600,3830,46093,0,5,0,4,0,25,0,0.28448275862068967
2018091601,205,46744,1,6,1,5,9,20,0.08737864077669903,0.21359223300970873
2018091601,335,42573,3,7,2,7,14,41,0.19642857142857142,0.36607142857142855
2018091601,426,46744,2,8,1,7,10,28,0.11023622047244094,0.25196850393700787
2018091601,1289,46744,4,9,2,8,11,43,0.08235294117647059,0.4
2018091601,2095,42573,1,6,1,5,1,31,0.00909090909090909,0.2818181818181818
2018091601,4214,40024,1,6,1,3,1,46,0.010101010101010102,0.6767676767676768
2018091602,404,46099,1,6,1,3,4,26,0.032,0.312
2018091602,1446,36071,2,5,2,4,5,26,0.04411764705882353,0.20588235294117646
2018091602,2412,37139,2,3,2,3,16,42,0.2,0.3652173913043478
2018091602,3158,44068,3,4,2,4,13,17,0.18055555555555555,0.2361111111111111
